question_id,question_index,question,option_a,option_b,option_c,option_d,correct_answer,predicted_answer,is_correct,raw_response,timestamp,subject
4f844d64-4b97-4a11-997c-ec1bfb5d75e4,791,"For class II die 1 malocclusion of 14 years old boy, which analysis is indicated to detect the tooth extraction",Bolton's analysis,Pont's analysis,Peck & peck analysis,Ashley & Howe's analysis,D,B,0,B,2025-06-08T09:22:15.362533,Dental
c254e7c1-e9d0-4cfc-8a9f-2a69b48961d4,792,"An avulsed tooth which is replanted shows loss of lamina dura radiographically, high sound on percussion. The type of resorption is",Internal resorpton,External resorption,Replacement resorption,Cervical resorption,C,C,1,C,2025-06-08T09:22:17.410236,Dental
16f40e32-4fb0-4df5-a068-5f9c28d13e0e,793,Extra-radicular source of persistent endodontic infection is?,Propionobacterium,E.fecalis,V.parvula),T.denticola,A,B,0,B,2025-06-08T09:22:18.945272,Dental
b2bfd2c2-fcfe-4c09-8a5a-019845cf9ffe,794,Pulp mummification is indicated in:,Non-vital tooth,Deep caries on a symptomatic vital tooth,Traumatic exposure of a vital tooth,Traumatic exposure of a vital tooth with open wide apex,C,A,0,A,2025-06-08T09:22:20.174205,Dental
66a1d601-967b-47ee-af15-a78c983eb8c4,795,"According to Glickman, maximum accumulation of plaque takes place in approximately",7 days,15 days,30 days,60 days,C,A,0,A,2025-06-08T09:22:21.608480,Dental
446815cb-5909-4927-be79-d9ff03a2cf16,796,Which of the following statements is true for rapid prototyping?,Photopolymer resin cures with laser,Powder by fused deposition modeling,Selective laser sintering,All of the above,D,D,1,D,2025-06-08T09:22:23.960985,Dental
c9350d3b-a6cd-43e3-904d-dc494444d3ee,797,Role of plasticizer in synthetic resins in dentistry is,Increase smoothness,To increase bulk,To prevent polymerisation shrinkage,To reduce softening and fusion temperature,D,C,0,C,2025-06-08T09:22:25.872544,Dental
d77c2d88-dbf2-4ea8-b291-013567c11326,798,Maximum fluoride content is found in:,Sea fish,Tea leaves,Human milk,Coconut water,B,B,1,B,2025-06-08T09:22:27.384334,Dental
85d9893b-ffe0-4b0d-9aac-a2e34d1fa0c3,799,A patient with acute history of blistering and denudation involving >30% BSA along with erosions of the lips with hemorrhagic crusting and other mucosa for few days. What is the most common triggering factor?,Bacterial infection,Viral infection,Drug induced,Idiopathic,C,C,1,C,2025-06-08T09:22:29.227767,Dental
5344ef0f-612a-4a2e-a0d9-5314cf3418f3,800,"A 9-year-old child comes with Ellis class-III fracture in 11 after 24 hours, what will be the first step of management?",Take radiograph and Cvek's pulpotomy,Take radiograph and pulpectomy,Indirect pulp capping,Observation and restore with composite resin,A,A,1,A,2025-06-08T09:22:30.534254,Dental
7897fbf7-7472-4408-949d-2e9fd16f85df,801,Root end resection is done?,1mm,4mm,6mm,3mm,D,B,0,B,2025-06-08T09:22:31.861352,Dental
0c144f12-8849-4f9c-a09b-53969a6fc28c,802,For testing the statistical significance of the difference in heights of school children among three socio economic groups the most appropriate statistical test is:,Student's 't' test,Chi-squared test,Paired 't' test,One way analysis of variance (one way ANOVA),D,D,1,D,2025-06-08T09:22:34.037728,Dental
ed77cc3a-5c98-4008-a816-32b1bcfca99b,803,Name the parts of the implant assembly,"1 - fixture, 2 –  abutment, 3 - abutment screw, 4 - crown","1 - crown, 2 – abutment screw, 3 - abutment. 4 - fixture","1 - crown, 2 - healing cap, 3 - abutment. 4 - root form  implant","1 - crown, 2 - healing cap, 3 - cover screw, 4 - fixture",B,A,0,A,2025-06-08T09:22:35.753707,Dental
0ac39111-d0b2-4dda-978c-e7faa6640bd4,804,The age of the child used in the determination of child mortality rate is:,0-5 years,1-4 years,5-8 years,0-1 years,B,A,0,A,2025-06-08T09:22:37.287705,Dental
ec39111c-8207-4aed-8e4c-e81e104c3f79,805,The formation of the dental lamina is initiated by,Forebrain,Rathke's pouch,Neural crest cells,Odontoblasts,C,C,1,C,2025-06-08T09:22:38.768728,Dental
709db425-b80c-4a27-9e33-94424af65d0e,806,Which of the following has a bifid root?,"32, 42","31, 41","34, 44","13, 23",C,A,0,A,2025-06-08T09:22:40.170992,Dental
5f0ad8da-864f-49f7-952f-f4755813e4c5,807,Calcium In blood increased by,Calcitonin,Parathormone,TNF alpha,Insulin,B,B,1,B,2025-06-08T09:22:41.909891,Dental
5502e908-10f1-4588-afd2-6bfd63d1b1f3,808,If continuous hypersensitivity develops in recently restored tooth:,No treatment necessary,Remove the restoration and place ZOE,Perform pulpectomy,Perform direct pulp capping,C,D,0,D,2025-06-08T09:22:43.196951,Dental
cea2f2a5-d51d-4525-b426-e955c401b4e0,809,Single accessory canal arises from coronal 1/3rd in what percentage of mandibular molars,23%,13%,10%,None of the above,A,A,1,A,2025-06-08T09:22:44.751508,Dental
90c375a2-63de-4f16-940c-5f8a08df0d8d,810,Ideal denture base material should not have,Sufficient strength,Dense and non-irritating surface,High specific gravity,Esthetically acceptable,C,C,1,C,2025-06-08T09:22:46.491994,Dental
e3ff3b29-7ef6-41d9-bc6e-e3d6b52d340c,811,Sibilant sounds are produced at:,Rest position,Occluding position,Open from resting position,Between rest and occluding position,D,D,1,D,2025-06-08T09:22:48.540358,Dental
d3bf387c-5f9e-4786-a300-ddf2c843b194,812,Temporo-mandibular ligament is attached to:,Lateral aspect of TMJ,Posterior aspect of TMJ,Mandibular condyle,Coronoid process,A,A,1,A,2025-06-08T09:22:55.251441,Dental
8d6e792f-bd4c-4f9e-b9a4-63484a7f78a6,813,What should be the best treatment option for the extraction socket shown in  Fig,Ovate Pontic,Modified ridge lap,Sanitary pontic,All of the above,A,D,0,D,2025-06-08T09:22:56.886828,Dental
fe1e7fd7-eab7-4ce9-a865-8c02fb21022b,814,"Pulpectomy and pulp capping are more successful in
primary teeth because of:",Increased odontoblastic activity in the young,Increased blood supply through the wide apex,Increased volume of pulp in primary teeth,Lesser amount of collagen fibres in young,B,B,1,B,2025-06-08T09:23:02.977453,Dental
35634c84-4820-4593-a7ec-a677b47f2719,815,Sclerotic dentin has following features:,Caries susceptible,Insensitive,Hypersensitive,Resistant to caries,D,D,1,D,2025-06-08T09:23:05.192522,Dental
7ab433a3-4d4d-40bc-ba54-3307ae16e9ed,816,Occlusal adjustment is affected by all except:,Compensating curve,Cusp height,Incisal guidance,Postural position,D,D,1,D,2025-06-08T09:23:07.239481,Dental
43bdf667-7532-42d6-b875-c2c06f6b9d3a,817,Splinting of cervical root fracture is done for,40 days,4 months,4 weeks,14 days,B,C,0,C,2025-06-08T09:23:08.815435,Dental
83cbb1ff-e31f-4eec-b198-b39874f05c2a,818,About zinc oxide eugenol all are true except,ZnO is converted to Zn(OH)2,Reaction is autocatalytic,Water is the byproduct of reaction,Dehydrated ZnO reacts with dehydrated eugenol,D,D,1,D,2025-06-08T09:23:10.396999,Dental
a3021fa5-54f3-4728-a443-9c639d0d4f75,819,In the triangle formed by projection of the orifices of the canals of maxillary molars,Line connecting lingual with mesial is longest,Line connecting mesial to distal is longest,Line connecting distal to lingual is longest,All lines are equal,A,B,0,B,2025-06-08T09:23:12.045346,Dental
b93d50ff-b9a6-4a82-adaa-4436036de0dd,820,C shaped root canals are preferably found in (Maximum incidence),Mand 1st molar,Maxillary 2nd molar,Maxillary 1stmolar,Mand 2nd molar,D,A,0,A,2025-06-08T09:23:14.184337,Dental
7b32d1d8-6d89-4615-a1e4-f56d02b7339f,821,Which tooth has a non functional cusp,Lower 1st premolar,Upper 1st premolar,Lower 2nd premolar,Upper 1st premolar,A,C,0,C,2025-06-08T09:23:15.561522,Dental
39d7873b-873e-45e3-8377-f6145692b8e5,822,In periodontal flap most important factor to be considered is:,Depth of vestibule,Frenum attachment,Amount of attached gingiva,Free gingiva,C,C,1,C,2025-06-08T09:23:16.850262,Dental
a36f6ff1-cb98-42fc-953f-79b16753d993,823,Mesiolingual developmental groove is seen in,Maxillary 1st premolar,Mandibular lateral incisor,Maxillary lateral incisor,Mandibular 1st premolar,D,A,0,A,2025-06-08T09:23:19.127595,Dental
32336cbc-cd64-4a31-b863-7cfa4d53d654,824,Single accessory canal arising from coronal third of the mandibular molars arises majorly in,Distal root,Mesial root,Both equally,Does not arise at all,A,B,0,B,2025-06-08T09:23:20.652472,Dental
1b9ecfa4-d168-458c-891c-e3a30b5f6e77,825,Indirect Retainer is placed:,Near direct retainer,As far as possible from fulcrum line,Near fulcrum line,Near edentulous area,B,C,0,C,2025-06-08T09:23:22.365710,Dental
c0548093-a9d1-4cbf-82e1-e04613825ddf,826,Most important initiative factor for periodontitis is:,Dental plaque,Calculus,Trauma from occlusion,Food debris layer,A,A,1,A,2025-06-08T09:23:23.777111,Dental
893ca2c8-2183-478a-abd1-3572843381fd,827,Which is true regarding lathe cut silver alloy:,Requires least amount of mercury,Achieves lowest compressive strength at 1 hr.,Has tensile strength both at 15 min & 7 days comparable to high copper unicompositional alloy,Has Low creep,C,C,1,C,2025-06-08T09:23:25.797860,Dental
094dab31-8d6f-48ad-8516-3c2d9b77ca17,828,"To remove any occlusal pre-maturity, what should be the first step to be done:",Check working side interference.,Check non working interference.,Check the occlusion in centric.,Any of the above.,C,C,1,C,2025-06-08T09:23:27.486837,Dental
e9f755a1-3316-491b-8c3b-e0ace0866967,829,"3 weeks after insertion of distal extension partial denture, the patient reports to the dental clinic with complaint of sensitivity to chewing pressure. The most probable reason would be:",Improper occlusion,Abrasion of tooth by clasp,Wearing off the cement base,Passive retentive arm,A,A,1,A,2025-06-08T09:23:29.120272,Dental
b7f9b1e3-c48a-4660-acce-2bbfbc7637b2,830,Prevention of any incipient lesion at initial stage comes under,Primary prevention,Secondary prevention,Tertiary prevention,Primordial prevention,B,B,1,B,2025-06-08T09:23:31.061796,Dental
aa654bb2-617b-4216-af79-a578a513ca7b,831,Least pain sensitivity in oral cavity is in which mucosa,Gingiva,Buccal mucosa,Labial mucosa,Dorsal mucosa of tongue,B,B,1,B,2025-06-08T09:23:32.817959,Dental
60000767-457b-4528-8918-b4da0bc900e4,832,Which of the following are characteristic feature of high copper amalgam alloy?,Low compressive strength,High marginal breakdown,Less marginal #,High creep,C,D,0,D,2025-06-08T09:23:34.643422,Dental
9c730300-2694-442a-8a72-089982d739f8,833,"The tissue response to oral hygiene instruction is best
assessed by",Probing the base of the socket,Changes in plaque scores,Reduced tendency to bleed on probing the gingival margin,Reduced tooth mobility,C,B,0,B,2025-06-08T09:23:36.054033,Dental
bbc11393-3dfe-49f8-a57d-2ab6e0e8e46f,834,Rampant caries should be applied to a caries rate of:,5 or more new lesions per year.,7 or more new lesions per year.,10 or more new lesions per year.,15 or more new lesions per year.,C,C,1,C,2025-06-08T09:23:37.793027,Dental
fe12f221-b75a-4418-b14d-642a0d3b8289,835,Increased collum angle is seen in,Class I bimaxillary protrusion,Class II div 1,Class II div 2,Class III,C,B,0,B,2025-06-08T09:23:39.638703,Dental
07565ce7-5824-4600-929c-e98c7d21d1d3,836,Pellicle formation involves,Adsorption of acidic glycoproteins from saliva,Focal areas of mineralisation,Focal areas of necrosis,Bacterial colonization,A,A,1,A,2025-06-08T09:23:41.053841,Dental
e218a65d-5637-4f85-83ed-b21c1eb3e025,837,Increase in the residual mercury in silver amalgam filling can:,Cause fracture of the filling,Tarnish and corrosion,Increase the strength,Decrease condensation pressure,A,B,0,B,2025-06-08T09:23:42.502340,Dental
35a8a5f6-b1f9-43ce-9d49-6dfd21e6951e,838,Animal test to check the biocompatibility of dental material are all except,Buehler test,Implantation test,Ame's test,Sensitization test,C,C,1,C,2025-06-08T09:23:43.950626,Dental
25dc40da-7399-4011-b617-3b9c42d88277,839,Which of the following Is not an etiological agent for gingival recession,Gingival abrasion,Gingival ablation,Gingival inflammation,TFO,D,D,1,D,2025-06-08T09:23:45.697595,Dental
18feef0f-7e8e-4eca-b9b3-57f3973b9a5b,840,In which of the following conditions is the role of microbial plaque most obscure:,Periodontitis,Juvenile periodontitis,Desquamative gingivitis,Necrotising ulcerative gingivitis,C,C,1,C,2025-06-08T09:23:47.114980,Dental
a20495a2-6aba-40db-b41b-fb328e3a8d00,841,"Known Hypertensive patient with BP of 170/120, what will be done for oral prophylaxis",Sent him back to physician,"Wait, monitor & do the treatment",Give him intravenous drug and do the oral prophylaxis,Not recalled,A,A,1,A,2025-06-08T09:23:56.165033,Dental
eeb02024-8888-40b6-95f1-297b5423f5f7,842,Need for tooth separation is,Diagnosis,Cavity preparation,Matrix placement,All of the above,D,C,0,C,2025-06-08T09:23:57.814954,Dental
cf86437d-6450-4196-9f54-8f69c84e89ba,843,Stress breakers are not used in partial denture construction because:,They are expensive,Increase the vertical dimension,They are difficult to design and fabricate,Harmful effect on the abutment,C,C,1,C,2025-06-08T09:23:59.366006,Dental
304d9306-4f11-4078-8b98-7c8f78ff7da3,844,"Child is Evasive and dawdling, what could be the child's mother behavior:",Overprotective mother.,Authoritarian mother.,Rejecting mother.,Underaffectionate mother.,B,A,0,A,2025-06-08T09:24:00.939963,Dental
f7f15a3e-0141-4a1e-8090-ce25c2fabcea,845,In gypsum products thinner mix leads to,Increased setting expansion,Decreased setting expansion,Increase compressive strength,Decrease consistency,B,A,0,A,2025-06-08T09:24:02.374027,Dental
919d81f7-e865-429c-99f8-14a31570fdeb,846,TNM Staging is what type of scale,Ordinal,Ratio,Nominal,Interval,A,A,1,A,2025-06-08T09:24:03.714675,Dental
ab1d4d40-0a0f-405d-ac41-100856f75318,847,Type III gold alloy does not have following features except:,Harder than type IV,Used for small inlays,Easily burnishable than type IV,Less gold than type IV,C,D,0,D,2025-06-08T09:24:05.362386,Dental
75aec5e4-6321-49b7-b17d-a49d5f2f7975,848,"In a skeletal Class III, the value of ANB will be:",-10,2,4,6,A,A,1,A,2025-06-08T09:24:07.195760,Dental
a215ecb7-fbfe-45c0-9b53-20b5188c2a87,849,Difference between physical characteristic of reamers and files is:,The cross-section of reamers in square and files are triangular in cross-section,The number of flutes on the blade are more in files than in reamers,The reamers have more flutes in the blade,Files have two superficial grooves to produce flutes in a double helix design,B,A,0,A,2025-06-08T09:24:08.756936,Dental
eefac77e-06d7-4999-885a-69ee26a26e91,850,Anterior - posterior spread of implant is:,Distance from center of most anterior implant to the center of most posterior implant,Distance from center of most anterior implant to the distal surface of most posterior implant,Distance from distal surface of most anterior implant to the mesial surface of most posterior implant,Distance from mesial surface of most anterior implant to the distal surface of most posterior implant,B,A,0,A,2025-06-08T09:24:10.949512,Dental
8a0d2177-174e-46bc-a8d9-712ca2bfc3d2,851,For determining periodontal disease an epidemiological survey is done by using:,Gingival index (G.I.),Plaque index (P.I.),Periodontal index (P.I),None of the above,C,C,1,C,2025-06-08T09:24:12.380626,Dental
7e113704-1db0-4023-bc75-3036f31791fb,852,Arch length analysis of a dentition shows a discrepancy of more than 10 mm. This indicates:,No extraction required if treated at an early age,No extraction required,Extraction of posterior teeth,Proximal stripping,C,C,1,C,2025-06-08T09:24:13.788107,Dental
8abcdea2-c351-4df7-ab42-8898201f9949,853,"For which of the following, you will not perform pulpectomy?",Primary teeth with sinus tract,Primary teeth without successor,Primary teeth with furcation pathology,Pulpless primary teeth next to the line of a palatal cleft,C,D,0,D,2025-06-08T09:24:15.782940,Dental
ef893ac0-92b0-4689-984d-7eade2d8cf53,854,Repeated fracture of a porcelain fused to metal restoration is primarily due to,Occlusal trauma,Inadequately designed framework,Improper firing schedule,Failure to use metal conditioner,B,A,0,A,2025-06-08T09:24:17.115438,Dental
84b2680d-9778-495c-b587-603a891ac9d6,855,"The micro organism previously present in the Periapical
tissues following obturation",Persist and stimulate the formation of a granuloma,Are eliminated by the natural defenses,Re-enter and re-infect the sterile canal and are removed by surgery,Are eliminated by the medicaments used in endodontic treatment,B,A,0,A,2025-06-08T09:24:18.783109,Dental
